tripid,persid,hhid,stops,tripno,starthour,startime,arrhour,arrtime,triptime,travtime,waitime,duration,cumdist,origplace1,origplace2,origpurp1,origpurp2,destplace1,destplace2,destpurp1,destpurp2,origLGA,destLGA,trippurp,linkmode,dist1,dist2,dist3,dist4,dist5,dist6,dist7,dist8,dist9,dist10,mode1,mode2,mode3,mode4,mode5,mode6,mode7,mode8,mode9,mode10,time1,time2,time3,time4,time5,time6,time7,time8,time9,time10,wdtripwgt_LGA,wetripwgt_LGA
Y12H0000124P02T03,Y12H0000124P02,Y12H0000124,1,3,17,1020,17,1040,20,20,0,N/A,4.36,Shops,Shopping Centre,Buy Something,Bought something,Accommodation,Survey Home,At or Go Home,Go home,Whittlesea (C),Whittlesea (C),Buy Something,Vehicle Driver,4.36,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Driver,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,91.81,
Y12H0000126P01T01,Y12H0000126P01,Y12H0000126,1,1,7,475,8,535,60,60,0,45,31.91,Accommodation,Survey Home,At Home,At home,Workplace,My Workplace,Work Related,Own Workplace,Whittlesea (C),Brimbank (C),Work Related,Vehicle Driver,31.91,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Driver,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,60,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,76.02,
Y12H0000126P01T02,Y12H0000126P01,Y12H0000126,1,2,9,580,9,590,10,10,0,10,2.37,Workplace,My Workplace,Work Related,Own Workplace,Place of Personal Business,Bank or Financial Institution,Personal Business,Personal business (eg banking),Brimbank (C),Brimbank (C),Personal Business,Walking,2.37,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Walking,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,76.02,
Y12H0000126P01T03,Y12H0000126P01,Y12H0000126,1,3,10,600,10,610,10,10,0,440,2.37,Place of Personal Business,Bank or Financial Institution,Personal Business,Personal business (eg banking),Workplace,My Workplace,Work Related,Own Workplace,Brimbank (C),Brimbank (C),Work Related,Walking,2.37,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Walking,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,76.02,
Y12H0000126P01T04,Y12H0000126P01,Y12H0000126,1,4,17,1050,18,1125,75,75,0,N/A,31.91,Workplace,My Workplace,Work Related,Own Workplace,Accommodation,Survey Home,At or Go Home,Go home,Brimbank (C),Whittlesea (C),Work Related,Vehicle Driver,31.91,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Driver,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,75,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,76.02,
Y12H0000126P02T01,Y12H0000126P02,Y12H0000126,1,1,8,500,8,510,10,10,0,0,0.95,Accommodation,Survey Home,At Home,At home,Place of Education,Primary School,Pick-up or Drop-off Someone,Someone picked-up or delivered,Whittlesea (C),Whittlesea (C),Pick-up or Drop-off Someone,Vehicle Driver,0.95,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Driver,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,73.35,
Y12H0000126P02T02,Y12H0000126P02,Y12H0000126,1,2,8,510,8,535,25,25,0,215,3.23,Place of Education,Primary School,Pick-up or Drop-off Someone,Someone picked-up or delivered,Place of Education,Tertiary,Education,At Uni/Tech,Whittlesea (C),Whittlesea (C),Education,Vehicle Driver,3.23,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Driver,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,25,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,73.35,
Y12H0000126P02T03,Y12H0000126P02,Y12H0000126,1,3,12,750,12,765,15,15,0,150,4,Place of Education,Tertiary,Education,At Uni/Tech,Accommodation,Survey Home,At or Go Home,Go home,Whittlesea (C),Whittlesea (C),Education,Vehicle Driver,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Driver,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,73.35,
Y12H0000126P02T04,Y12H0000126P02,Y12H0000126,1,4,15,915,15,922,7,7,0,3,0.95,Accommodation,Survey Home,At Home,At home,Place of Education,Primary School,Pick-up or Drop-off Someone,Someone picked-up or delivered,Whittlesea (C),Whittlesea (C),Pick-up or Drop-off Someone,Vehicle Driver,0.95,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Driver,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,73.35,
Y12H0000126P02T05,Y12H0000126P02,Y12H0000126,1,5,15,925,15,935,10,10,0,N/A,0.95,Place of Education,Primary School,Pick-up or Drop-off Someone,Someone picked-up or delivered,Accommodation,Survey Home,At or Go Home,Go home,Whittlesea (C),Whittlesea (C),Pick-up or Drop-off Someone,Vehicle Driver,0.95,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Driver,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,73.35,
Y12H0000126P03T01,Y12H0000126P03,Y12H0000126,1,1,8,500,8,510,10,10,0,415,0.95,Accommodation,Survey Home,At Home,At home,Place of Education,Primary School,Education,At school,Whittlesea (C),Whittlesea (C),Education,Vehicle Passenger,0.95,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Passenger,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,109.04,
Y12H0000126P03T02,Y12H0000126P03,Y12H0000126,1,2,15,925,15,935,10,10,0,N/A,0.95,Place of Education,Primary School,Education,At school,Accommodation,Survey Home,At or Go Home,Go home,Whittlesea (C),Whittlesea (C),Education,Vehicle Passenger,0.95,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Passenger,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,109.04,
Y12H0000126P04T01,Y12H0000126P04,Y12H0000126,1,1,8,500,8,510,10,10,0,415,0.95,Accommodation,Survey Home,At Home,At home,Place of Education,Primary School,Education,At school,Whittlesea (C),Whittlesea (C),Education,Vehicle Passenger,0.95,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Passenger,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,112.3,
Y12H0000126P04T02,Y12H0000126P04,Y12H0000126,1,2,15,925,15,935,10,10,0,N/A,0.95,Place of Education,Primary School,Education,At school,Accommodation,Survey Home,At or Go Home,Go home,Whittlesea (C),Whittlesea (C),Education,Vehicle Passenger,0.95,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Passenger,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,112.3,
Y12H0000127P01T01,Y12H0000127P01,Y12H0000127,1,1,9,570,9,572,2,2,0,93,0.54,Accommodation,Survey Home,At Home,At home,Place of Personal Business,Health Service,Personal Business,Medical/Dental purposes,Whittlesea (C),Whittlesea (C),Personal Business,Vehicle Driver,0.54,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Driver,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,234.27
Y12H0000127P01T02,Y12H0000127P01,Y12H0000127,1,2,11,665,11,680,15,15,0,90,3.98,Place of Personal Business,Health Service,Personal Business,Medical/Dental purposes,Shops,Clothes & Shoes,Buy Something,Bought something,Whittlesea (C),Whittlesea (C),Buy Something,Vehicle Driver,3.98,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Driver,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,234.27
Y12H0000127P01T03,Y12H0000127P01,Y12H0000127,1,3,12,770,13,780,10,10,0,N/A,4.36,Shops,Clothes & Shoes,Buy Something,Bought something,Accommodation,Survey Home,At or Go Home,Go home,Whittlesea (C),Whittlesea (C),Buy Something,Vehicle Driver,4.36,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Driver,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,234.27
Y12H0000129P01T01,Y12H0000129P01,Y12H0000129,1,1,10,630,10,640,10,10,0,50,2.48,Accommodation,Survey Home,At Home,At home,Shops,Shopping Centre,Buy Something,Bought something,Whittlesea (C),Whittlesea (C),Buy Something,Vehicle Driver,2.48,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Driver,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,110.21,
Y12H0000129P01T02,Y12H0000129P01,Y12H0000129,1,2,11,690,11,700,10,10,0,200,2.48,Shops,Shopping Centre,Buy Something,Bought something,Accommodation,Survey Home,At or Go Home,Go home,Whittlesea (C),Whittlesea (C),Buy Something,Vehicle Driver,2.48,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Driver,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,110.21,
Y12H0000129P01T03,Y12H0000129P01,Y12H0000129,1,3,15,900,15,915,15,15,0,25,12.62,Accommodation,Survey Home,At Home,At home,Place of Education,Primary School,Pick-up or Drop-off Someone,Someone picked-up or delivered,Whittlesea (C),Whittlesea (C),Pick-up or Drop-off Someone,Vehicle Driver,12.62,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Driver,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,110.21,
Y12H0000129P01T04,Y12H0000129P01,Y12H0000129,1,4,15,940,16,970,30,30,0,N/A,12.62,Place of Education,Primary School,Pick-up or Drop-off Someone,Someone picked-up or delivered,Accommodation,Survey Home,At or Go Home,Go home,Whittlesea (C),Whittlesea (C),Pick-up or Drop-off Someone,Vehicle Driver,12.62,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Driver,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,110.21,
Y12H0000129P02T01,Y12H0000129P02,Y12H0000129,1,1,15,900,15,915,15,15,0,25,12.62,Accommodation,Survey Home,At Home,At home,Place of Education,Primary School,Pick-up or Drop-off Someone,Someone picked-up or delivered,Whittlesea (C),Whittlesea (C),Pick-up or Drop-off Someone,Vehicle Passenger,12.62,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Passenger,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,70.85,
Y12H0000129P02T02,Y12H0000129P02,Y12H0000129,1,2,15,940,16,970,30,30,0,N/A,12.62,Place of Education,Primary School,Pick-up or Drop-off Someone,Someone picked-up or delivered,Accommodation,Survey Home,At or Go Home,Go home,Whittlesea (C),Whittlesea (C),Pick-up or Drop-off Someone,Vehicle Passenger,12.62,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Passenger,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,70.85,
Y12H0000130P01T01,Y12H0000130P01,Y12H0000130,1,1,6,390,7,435,45,45,0,0,24.8,Accommodation,Survey Home,At Home,At home,Workplace,Workplace NEC,Pick-up or Drop-off Someone,Someone picked-up or delivered,Whittlesea (C),Melbourne (C),Pick-up or Drop-off Someone,Vehicle Driver,24.8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Driver,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,45,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,73.3,
Y12H0000130P01T02,Y12H0000130P01,Y12H0000130,1,2,7,435,7,439,4,4,0,551,1.8,Workplace,Workplace NEC,Pick-up or Drop-off Someone,Someone picked-up or delivered,Workplace,My Workplace,Work Related,Own Workplace,Melbourne (C),Melbourne (C),Work Related,Vehicle Driver,1.8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Driver,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,73.3,
Y12H0000130P01T03,Y12H0000130P01,Y12H0000130,1,3,16,990,16,995,5,5,0,0,1.8,Workplace,My Workplace,Work Related,Own Workplace,Workplace,Another Workplace,Pick-up or Drop-off Someone,Someone picked-up or delivered,Melbourne (C),Melbourne (C),Pick-up or Drop-off Someone,Vehicle Driver,1.8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Driver,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,73.3,
Y12H0000130P01T04,Y12H0000130P01,Y12H0000130,1,4,16,995,17,1050,55,55,0,N/A,24.8,Workplace,Another Workplace,Pick-up or Drop-off Someone,Someone picked-up or delivered,Accommodation,Survey Home,At or Go Home,Go home,Melbourne (C),Whittlesea (C),Pick-up or Drop-off Someone,Vehicle Driver,24.8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Driver,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,55,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,73.3,
Y12H0000130P02T01,Y12H0000130P02,Y12H0000130,1,1,6,390,7,435,45,45,0,560,24.8,Accommodation,Survey Home,At Home,At home,Workplace,My Workplace,Work Related,Own Workplace,Whittlesea (C),Melbourne (C),Work Related,Vehicle Passenger,24.8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Passenger,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,45,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,80.95,
Y12H0000130P02T02,Y12H0000130P02,Y12H0000130,1,2,16,995,17,1050,55,55,0,N/A,24.8,Workplace,My Workplace,Work Related,Own Workplace,Accommodation,Survey Home,At or Go Home,Go home,Melbourne (C),Whittlesea (C),Work Related,Vehicle Passenger,24.8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Passenger,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,55,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,80.95,
Y12H0000135P01T01,Y12H0000135P01,Y12H0000135,1,1,6,405,7,420,15,15,0,480,4.78,Accommodation,Survey Home,At Home,At home,Workplace,My Workplace,Work Related,Own Workplace,Whittlesea (C),Whittlesea (C),Work Related,Vehicle Driver,4.78,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Driver,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,358.12
Y12H0000135P01T02,Y12H0000135P01,Y12H0000135,1,2,15,900,15,915,15,15,0,N/A,4.88,Workplace,My Workplace,Work Related,Own Workplace,Accommodation,Survey Home,At or Go Home,Go home,Whittlesea (C),Whittlesea (C),Work Related,Vehicle Driver,4.88,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Driver,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,358.12
Y12H0000135P02T01,Y12H0000135P02,Y12H0000135,1,1,11,705,12,720,15,15,0,45,4.35,Accommodation,Survey Home,At Home,At home,Place of Education,Education NEC,Recreational,Participated in sport,Whittlesea (C),Whittlesea (C),Recreational,Vehicle Driver,4.35,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Driver,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,293.83
Y12H0000135P02T02,Y12H0000135P02,Y12H0000135,1,2,12,765,13,780,15,15,0,5,4.51,Place of Education,Education NEC,Recreational,Participated in sport,Shops,Petrol Station,Buy Something,Bought something,Whittlesea (C),Whittlesea (C),Buy Something,Vehicle Driver,4.51,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Driver,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,293.83
Y12H0000135P02T03,Y12H0000135P02,Y12H0000135,1,3,13,785,13,787,2,2,0,N/A,1.42,Shops,Petrol Station,Buy Something,Bought something,Accommodation,Survey Home,At or Go Home,Go home,Whittlesea (C),Whittlesea (C),Buy Something,Vehicle Driver,1.42,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Driver,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,293.83
Y12H0000135P03T01,Y12H0000135P03,Y12H0000135,1,1,11,705,12,720,15,15,0,45,4.35,Accommodation,Survey Home,At Home,At home,Place of Education,Education NEC,Recreational,Participated in sport,Whittlesea (C),Whittlesea (C),Recreational,Vehicle Passenger,4.35,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Passenger,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,322.97
Y12H0000135P03T02,Y12H0000135P03,Y12H0000135,1,2,12,765,13,780,15,15,0,5,4.51,Place of Education,Education NEC,Recreational,Participated in sport,Shops,Petrol Station,Accompany Someone,Accompanied someone,Whittlesea (C),Whittlesea (C),Accompany Someone,Vehicle Passenger,4.51,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Passenger,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,322.97
Y12H0000135P03T03,Y12H0000135P03,Y12H0000135,1,3,13,785,13,787,2,2,0,N/A,1.42,Shops,Petrol Station,Accompany Someone,Accompanied someone,Accommodation,Survey Home,At or Go Home,Go home,Whittlesea (C),Whittlesea (C),Accompany Someone,Vehicle Passenger,1.42,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Passenger,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,322.97
Y12H0000136P01T01,Y12H0000136P01,Y12H0000136,1,1,6,360,6,390,30,30,0,N/A,13.06,Workplace,My Workplace,Unknown Purpose,Unknown Purpose,Accommodation,Survey Home,At or Go Home,Go home,Darebin (C),Whittlesea (C),Unknown Purpose,Vehicle Driver,13.06,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Driver,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,70.85,
Y12H0000137P01T01,Y12H0000137P01,Y12H0000137,1,1,9,570,9,585,15,15,0,105,6.67,Accommodation,Survey Home,At Home,At home,Place of Personal Business,Health Service,Personal Business,Medical/Dental purposes,Whittlesea (C),Whittlesea (C),Personal Business,Vehicle Driver,6.67,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Driver,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,71.89,
Y12H0000137P01T02,Y12H0000137P01,Y12H0000137,1,2,11,690,11,705,15,15,0,N/A,6.67,Place of Personal Business,Health Service,Personal Business,Medical/Dental purposes,Accommodation,Survey Home,At or Go Home,Go home,Whittlesea (C),Whittlesea (C),Personal Business,Vehicle Driver,6.67,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Driver,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,71.89,
Y12H0000138P01T01,Y12H0000138P01,Y12H0000138,1,1,6,390,6,405,15,15,0,25,8.75,Accommodation,Survey Home,At Home,At home,Workplace,My Workplace,Work Related,Own Workplace,Whittlesea (C),Whittlesea (C),Work Related,Vehicle Driver,8.75,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Driver,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,90.64,
Y12H0000138P01T02,Y12H0000138P01,Y12H0000138,1,2,7,430,8,495,65,65,0,135,16.41,Workplace,My Workplace,Work Related,Own Workplace,Workplace,Another Workplace,Work Related,Employer's Business,Whittlesea (C),Yarra (C),Work Related,Vehicle Passenger,16.41,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Passenger,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,65,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,90.64,
Y12H0000138P01T03,Y12H0000138P01,Y12H0000138,1,3,10,630,11,670,40,40,0,170,8.72,Workplace,Another Workplace,Work Related,Employer's Business,Workplace,Another Workplace,Work Related,Employer's Business,Yarra (C),Moreland (C),Work Related,Vehicle Driver,8.72,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Driver,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,40,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,90.64,
Y12H0000138P01T04,Y12H0000138P01,Y12H0000138,1,4,14,840,14,860,20,20,0,70,2.69,Workplace,Another Workplace,Work Related,Employer's Business,Workplace,Another Workplace,Work Related,Employer's Business,Moreland (C),Moreland (C),Work Related,Vehicle Passenger,2.69,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Passenger,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,90.64,
Y12H0000138P01T05,Y12H0000138P01,Y12H0000138,1,5,15,930,15,955,25,25,0,5,14.17,Workplace,Another Workplace,Work Related,Employer's Business,Workplace,My Workplace,Work Related,Own Workplace,Moreland (C),Whittlesea (C),Work Related,Vehicle Passenger,14.17,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Passenger,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,25,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,90.64,
Y12H0000138P01T06,Y12H0000138P01,Y12H0000138,1,6,16,960,16,980,20,20,0,N/A,8.75,Workplace,My Workplace,Work Related,Own Workplace,Accommodation,Survey Home,At or Go Home,Go home,Whittlesea (C),Whittlesea (C),Work Related,Vehicle Driver,8.75,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Driver,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,90.64,
Y12H0000138P02T01,Y12H0000138P02,Y12H0000138,1,1,7,435,7,475,40,40,0,485,20.69,Accommodation,Survey Home,At Home,At home,Workplace,My Workplace,Work Related,Own Workplace,Whittlesea (C),Moreland (C),Work Related,Vehicle Driver,20.69,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Driver,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,40,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,71.71,
Y12H0000138P02T02,Y12H0000138P02,Y12H0000138,1,2,16,960,17,1020,60,60,0,N/A,20.69,Workplace,My Workplace,Work Related,Own Workplace,Accommodation,Survey Home,At or Go Home,Go home,Moreland (C),Whittlesea (C),Work Related,Vehicle Driver,20.69,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Driver,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,60,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,71.71,
Y12H0000202P01T01,Y12H0000202P01,Y12H0000202,1,1,10,630,10,638,8,8,0,0,0.33,Accommodation,Survey Home,At Home,At home,Recreational Place,Recreational NEC,Recreational,Other recreational (eg. exercise),Frankston (C),Frankston (C),Recreational,Walking,0.33,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Walking,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,125.2,
Y12H0000202P01T02,Y12H0000202P01,Y12H0000202,1,2,10,638,10,646,8,8,0,402,0.33,Recreational Place,Recreational NEC,Recreational,Other recreational (eg. exercise),Accommodation,Survey Home,At or Go Home,Go home,Frankston (C),Frankston (C),Recreational,Walking,0.33,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Walking,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,125.2,
Y12H0000202P01T03,Y12H0000202P01,Y12H0000202,1,3,17,1048,17,1055,7,7,0,0,0.29,Accommodation,Survey Home,At Home,At home,Recreational Place,Recreational NEC,Recreational,Other recreational (eg. exercise),Frankston (C),Frankston (C),Recreational,Walking,0.29,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Walking,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,125.2,
